recipe_id,job_id,job_name,item_id,item_name,recipe_level,apparent_recipe_level,max_durability,max_progress,max_quality,material_factor,base_exp,progress_factor,quality_factor,durability_factor,is_expert,req_craftsmanship,req_control,ing1_id,ing1_name,ing1_amount,ing1_ilvl,ing1_initial_quality,ing1_job_id,ing1_job_name,ing1_recipe_level,ing1_base_exp,ing2_id,ing2_name,ing2_amount,ing2_ilvl,ing2_initial_quality,ing2_job_id,ing2_job_name,ing2_recipe_level,ing2_base_exp,ing3_id,ing3_name,ing3_amount,ing3_ilvl,ing3_initial_quality,ing3_job_id,ing3_job_name,ing3_recipe_level,ing3_base_exp,ing4_id,ing4_name,ing4_amount,ing4_ilvl,ing4_initial_quality,ing4_job_id,ing4_job_name,ing4_recipe_level,ing4_base_exp,ing5_id,ing5_name,ing5_amount,ing5_ilvl,ing5_initial_quality,ing5_job_id,ing5_job_name,ing5_recipe_level,ing5_base_exp,ing6_id,ing6_name,ing6_amount,ing6_ilvl,ing6_initial_quality,ing6_job_id,ing6_job_name,ing6_recipe_level,ing6_base_exp
33821,2,ARM,29424,Neo-Ishgardian Gauntlets of Fending,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29958,Cobalt Alloy Ingot,2,480,1449,1,BSM,480,134820,29962,Megalania Leather,1,480,724,4,LTW,480,134820,27757,Dwarven Cotton,1,415,626,5,WVR,415,103551,29965,Grade 3 Vitality Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33822,5,WVR,29425,Neo-Ishgardian Bottoms of Fending,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,27757,Dwarven Cotton,1,415,535,5,WVR,415,103551,29965,Grade 3 Vitality Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33823,2,ARM,29426,Neo-Ishgardian Sollerets of Fending,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29958,Cobalt Alloy Ingot,2,480,1449,1,BSM,480,134820,29962,Megalania Leather,1,480,724,4,LTW,480,134820,27693,Lignum Vitae Lumber,1,415,626,0,CRP,415,103551,29965,Grade 3 Vitality Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33825,5,WVR,29428,Neo-Ishgardian Cap of Maiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1449,5,WVR,480,134820,29959,Purpure Bead,1,480,724,3,GSM,480,134820,27714,Dwarven Mythril Ingot,1,415,626,1,BSM,415,103551,29963,Grade 3 Strength Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33826,2,ARM,29429,Neo-Ishgardian Top of Maiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29958,Cobalt Alloy Ingot,2,480,1238,1,BSM,480,134820,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,27742,Sea Swallow Leather,1,415,535,4,LTW,415,103551,29963,Grade 3 Strength Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33827,2,ARM,29430,Neo-Ishgardian Gloves of Maiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29958,Cobalt Alloy Ingot,2,480,1449,1,BSM,480,134820,29962,Megalania Leather,1,480,724,4,LTW,480,134820,27757,Dwarven Cotton,1,415,626,5,WVR,415,103551,29963,Grade 3 Strength Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33828,5,WVR,29431,Neo-Ishgardian Bottoms of Maiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,27757,Dwarven Cotton,1,415,535,5,WVR,415,103551,29963,Grade 3 Strength Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33829,4,LTW,29432,Neo-Ishgardian Boots of Maiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29962,Megalania Leather,2,480,1449,4,LTW,480,134820,29958,Cobalt Alloy Ingot,1,480,724,1,BSM,480,134820,27693,Lignum Vitae Lumber,1,415,626,0,CRP,415,103551,29963,Grade 3 Strength Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33831,5,WVR,29434,Neo-Ishgardian Hat of Striking,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1449,5,WVR,480,134820,29959,Purpure Bead,1,480,724,3,GSM,480,134820,27742,Sea Swallow Leather,1,415,626,4,LTW,415,103551,29963,Grade 3 Strength Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33832,5,WVR,29435,Neo-Ishgardian Top of Striking,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,27714,Dwarven Mythril Ingot,1,415,535,1,BSM,415,103551,29963,Grade 3 Strength Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33833,2,ARM,29436,Neo-Ishgardian Gloves of Striking,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29958,Cobalt Alloy Ingot,2,480,1449,1,BSM,480,134820,29962,Megalania Leather,1,480,724,4,LTW,480,134820,27757,Dwarven Cotton,1,415,626,5,WVR,415,103551,29963,Grade 3 Strength Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33834,5,WVR,29437,Neo-Ishgardian Bottoms of Striking,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,27742,Sea Swallow Leather,1,415,535,4,LTW,415,103551,29963,Grade 3 Strength Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33835,4,LTW,29438,Neo-Ishgardian Boots of Striking,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29962,Megalania Leather,2,480,1449,4,LTW,480,134820,29960,Merbau Lumber,1,480,724,0,CRP,480,134820,27757,Dwarven Cotton,1,415,626,5,WVR,415,103551,29963,Grade 3 Strength Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33837,5,WVR,29440,Neo-Ishgardian Cap of Aiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1449,5,WVR,480,134820,29959,Purpure Bead,1,480,724,3,GSM,480,134820,27742,Sea Swallow Leather,1,415,626,4,LTW,415,103551,29964,Grade 3 Dexterity Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33838,4,LTW,29441,Neo-Ishgardian Top of Aiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,27714,Dwarven Mythril Ingot,1,415,535,1,BSM,415,103551,29964,Grade 3 Dexterity Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33839,2,ARM,29442,Neo-Ishgardian Gloves of Aiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29958,Cobalt Alloy Ingot,2,480,1449,1,BSM,480,134820,29961,Duskcourt Cloth,1,480,724,5,WVR,480,134820,27742,Sea Swallow Leather,1,415,626,4,LTW,415,103551,29964,Grade 3 Dexterity Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33840,5,WVR,29443,Neo-Ishgardian Bottoms of Aiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,27757,Dwarven Cotton,1,415,535,5,WVR,415,103551,29964,Grade 3 Dexterity Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33841,4,LTW,29444,Neo-Ishgardian Boots of Aiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29962,Megalania Leather,2,480,1449,4,LTW,480,134820,29960,Merbau Lumber,1,480,724,0,CRP,480,134820,27757,Dwarven Cotton,1,415,626,5,WVR,415,103551,29964,Grade 3 Dexterity Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33843,5,WVR,29446,Neo-Ishgardian Hat of Scouting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1449,5,WVR,480,134820,29962,Megalania Leather,1,480,724,4,LTW,480,134820,27715,Dwarven Mythril Nugget,1,415,626,3,GSM,415,103551,29964,Grade 3 Dexterity Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33844,4,LTW,29447,Neo-Ishgardian Top of Scouting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,27742,Sea Swallow Leather,1,415,535,4,LTW,415,103551,29964,Grade 3 Dexterity Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33845,2,ARM,29448,Neo-Ishgardian Gloves of Scouting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29958,Cobalt Alloy Ingot,2,480,1449,1,BSM,480,134820,29962,Megalania Leather,1,480,724,4,LTW,480,134820,27757,Dwarven Cotton,1,415,626,5,WVR,415,103551,29964,Grade 3 Dexterity Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33846,5,WVR,29449,Neo-Ishgardian Bottoms of Scouting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,27757,Dwarven Cotton,1,415,535,5,WVR,415,103551,29964,Grade 3 Dexterity Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33847,2,ARM,29450,Neo-Ishgardian Sollerets of Scouting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29958,Cobalt Alloy Ingot,2,480,1449,1,BSM,480,134820,29962,Megalania Leather,1,480,724,4,LTW,480,134820,27693,Lignum Vitae Lumber,1,415,626,0,CRP,415,103551,29964,Grade 3 Dexterity Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33849,5,WVR,29452,Neo-Ishgardian Cap of Healing,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1449,5,WVR,480,134820,29962,Megalania Leather,1,480,724,4,LTW,480,134820,27715,Dwarven Mythril Nugget,1,415,626,3,GSM,415,103551,29967,Grade 3 Mind Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33850,4,LTW,29453,Neo-Ishgardian Top of Healing,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,27714,Dwarven Mythril Ingot,1,415,535,1,BSM,415,103551,29967,Grade 3 Mind Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33851,2,ARM,29454,Neo-Ishgardian Gloves of Healing,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29958,Cobalt Alloy Ingot,2,480,1449,1,BSM,480,134820,29961,Duskcourt Cloth,1,480,724,5,WVR,480,134820,27742,Sea Swallow Leather,1,415,626,4,LTW,415,103551,29967,Grade 3 Mind Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33852,5,WVR,29455,Neo-Ishgardian Bottoms of Healing,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,29959,Purpure Bead,2,480,1238,3,GSM,480,134820,27742,Sea Swallow Leather,1,415,535,4,LTW,415,103551,29967,Grade 3 Mind Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33853,4,LTW,29456,Neo-Ishgardian Boots of Healing,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29962,Megalania Leather,2,480,1449,4,LTW,480,134820,29960,Merbau Lumber,1,480,724,0,CRP,480,134820,27757,Dwarven Cotton,1,415,626,5,WVR,415,103551,29967,Grade 3 Mind Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33855,5,WVR,29458,Neo-Ishgardian Hat of Casting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1449,5,WVR,480,134820,29962,Megalania Leather,1,480,724,4,LTW,480,134820,27715,Dwarven Mythril Nugget,1,415,626,3,GSM,415,103551,29966,Grade 3 Intelligence Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33856,4,LTW,29459,Neo-Ishgardian Top of Casting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,27742,Sea Swallow Leather,1,415,535,4,LTW,415,103551,29966,Grade 3 Intelligence Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33857,2,ARM,29460,Neo-Ishgardian Gloves of Casting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29958,Cobalt Alloy Ingot,2,480,1449,1,BSM,480,134820,29961,Duskcourt Cloth,1,480,724,5,WVR,480,134820,27742,Sea Swallow Leather,1,415,626,4,LTW,415,103551,29966,Grade 3 Intelligence Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33858,5,WVR,29461,Neo-Ishgardian Bottoms of Casting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29961,Duskcourt Cloth,2,480,1238,5,WVR,480,134820,29962,Megalania Leather,2,480,1238,4,LTW,480,134820,27757,Dwarven Cotton,1,415,535,5,WVR,415,103551,29966,Grade 3 Intelligence Alkahest,2,480,1238,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33859,4,LTW,29462,Neo-Ishgardian Boots of Casting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29962,Megalania Leather,2,480,1449,4,LTW,480,134820,29958,Cobalt Alloy Ingot,1,480,724,1,BSM,480,134820,27693,Lignum Vitae Lumber,1,415,626,0,CRP,415,103551,29966,Grade 3 Intelligence Alkahest,2,480,1449,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33861,0,CRP,29464,Neo-Ishgardian Earring of Fending,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29960,Merbau Lumber,2,480,2199,0,CRP,480,134820,27693,Lignum Vitae Lumber,1,415,950,0,CRP,415,103551,29965,Grade 3 Vitality Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,,,,,,,,,,
33862,0,CRP,29465,Neo-Ishgardian Earring of Slaying,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29960,Merbau Lumber,2,480,2199,0,CRP,480,134820,27693,Lignum Vitae Lumber,1,415,950,0,CRP,415,103551,29963,Grade 3 Strength Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,,,,,,,,,,
33863,0,CRP,29466,Neo-Ishgardian Earring of Aiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29960,Merbau Lumber,2,480,2199,0,CRP,480,134820,27693,Lignum Vitae Lumber,1,415,950,0,CRP,415,103551,29964,Grade 3 Dexterity Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,,,,,,,,,,
33864,0,CRP,29467,Neo-Ishgardian Earring of Healing,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29960,Merbau Lumber,2,480,2199,0,CRP,480,134820,27693,Lignum Vitae Lumber,1,415,950,0,CRP,415,103551,29967,Grade 3 Mind Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,,,,,,,,,,
33865,0,CRP,29468,Neo-Ishgardian Earring of Casting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29960,Merbau Lumber,2,480,2199,0,CRP,480,134820,27693,Lignum Vitae Lumber,1,415,950,0,CRP,415,103551,29966,Grade 3 Intelligence Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,,,,,,,,,,
33866,3,GSM,29469,Neo-Ishgardian Choker of Fending,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,29958,Cobalt Alloy Ingot,1,480,1099,1,BSM,480,134820,27715,Dwarven Mythril Nugget,1,415,950,3,GSM,415,103551,29965,Grade 3 Vitality Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33867,3,GSM,29470,Neo-Ishgardian Choker of Slaying,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,29958,Cobalt Alloy Ingot,1,480,1099,1,BSM,480,134820,27715,Dwarven Mythril Nugget,1,415,950,3,GSM,415,103551,29963,Grade 3 Strength Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33868,3,GSM,29471,Neo-Ishgardian Choker of Aiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,29958,Cobalt Alloy Ingot,1,480,1099,1,BSM,480,134820,27715,Dwarven Mythril Nugget,1,415,950,3,GSM,415,103551,29964,Grade 3 Dexterity Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33869,3,GSM,29472,Neo-Ishgardian Choker of Healing,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,29958,Cobalt Alloy Ingot,1,480,1099,1,BSM,480,134820,27715,Dwarven Mythril Nugget,1,415,950,3,GSM,415,103551,29967,Grade 3 Mind Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33870,3,GSM,29473,Neo-Ishgardian Choker of Casting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,29958,Cobalt Alloy Ingot,1,480,1099,1,BSM,480,134820,27715,Dwarven Mythril Nugget,1,415,950,3,GSM,415,103551,29966,Grade 3 Intelligence Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33871,3,GSM,29474,Neo-Ishgardian Wristbands of Fending,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,29960,Merbau Lumber,1,480,1099,0,CRP,480,134820,27715,Dwarven Mythril Nugget,1,415,950,3,GSM,415,103551,29965,Grade 3 Vitality Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33872,3,GSM,29475,Neo-Ishgardian Wristbands of Slaying,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,29960,Merbau Lumber,1,480,1099,0,CRP,480,134820,27715,Dwarven Mythril Nugget,1,415,950,3,GSM,415,103551,29963,Grade 3 Strength Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33873,3,GSM,29476,Neo-Ishgardian Wristbands of Aiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,29960,Merbau Lumber,1,480,1099,0,CRP,480,134820,27715,Dwarven Mythril Nugget,1,415,950,3,GSM,415,103551,29964,Grade 3 Dexterity Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33874,3,GSM,29477,Neo-Ishgardian Wristbands of Healing,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,29960,Merbau Lumber,1,480,1099,0,CRP,480,134820,27715,Dwarven Mythril Nugget,1,415,950,3,GSM,415,103551,29967,Grade 3 Mind Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33875,3,GSM,29478,Neo-Ishgardian Wristbands of Casting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,29960,Merbau Lumber,1,480,1099,0,CRP,480,134820,27715,Dwarven Mythril Nugget,1,415,950,3,GSM,415,103551,29966,Grade 3 Intelligence Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33876,0,CRP,29479,Neo-Ishgardian Ring of Fending,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29960,Merbau Lumber,1,480,1099,0,CRP,480,134820,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,27693,Lignum Vitae Lumber,1,415,950,0,CRP,415,103551,29965,Grade 3 Vitality Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33877,0,CRP,29480,Neo-Ishgardian Ring of Slaying,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29960,Merbau Lumber,1,480,1099,0,CRP,480,134820,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,27693,Lignum Vitae Lumber,1,415,950,0,CRP,415,103551,29963,Grade 3 Strength Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33878,0,CRP,29481,Neo-Ishgardian Ring of Aiming,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29960,Merbau Lumber,1,480,1099,0,CRP,480,134820,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,27693,Lignum Vitae Lumber,1,415,950,0,CRP,415,103551,29964,Grade 3 Dexterity Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33879,0,CRP,29482,Neo-Ishgardian Ring of Healing,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29960,Merbau Lumber,1,480,1099,0,CRP,480,134820,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,27693,Lignum Vitae Lumber,1,415,950,0,CRP,415,103551,29967,Grade 3 Mind Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33880,0,CRP,29483,Neo-Ishgardian Ring of Casting,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,29960,Merbau Lumber,1,480,1099,0,CRP,480,134820,29959,Purpure Bead,1,480,1099,3,GSM,480,134820,27693,Lignum Vitae Lumber,1,415,950,0,CRP,415,103551,29966,Grade 3 Intelligence Alkahest,1,480,1099,6,ALC,480,134820,,,,,,,,,,,,,,,,,,
33881,6,ALC,29492,Grade 3 Tincture of Strength,480,80,70,2800,8500,0,134820,100,100,100,False,2480,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33882,6,ALC,29493,Grade 3 Tincture of Dexterity,480,80,70,2800,8500,0,134820,100,100,100,False,2480,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33883,6,ALC,29494,Grade 3 Tincture of Vitality,480,80,70,2800,8500,0,134820,100,100,100,False,2480,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33884,6,ALC,29495,Grade 3 Tincture of Intelligence,480,80,70,2800,8500,0,134820,100,100,100,False,2480,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33885,6,ALC,29496,Grade 3 Tincture of Mind,480,80,70,2800,8500,0,134820,100,100,100,False,2480,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33886,7,CUL,29497,Ovim Meatballs,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,27838,Frantoio Oil,1,390,4250,7,CUL,390,68250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33887,7,CUL,29498,Mors,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,27839,Garden Beet Sugar,1,395,3091,7,CUL,395,70074,12892,Birch Syrup,1,148,1158,7,CUL,148,52680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33888,7,CUL,29499,Lemon Waffle,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,27839,Garden Beet Sugar,1,395,2111,7,CUL,395,70074,12895,Fermented Butter,1,130,694,7,CUL,130,37791,19846,Cottonseed Oil,1,270,1443,7,CUL,270,61689,,,,,,,,,,,,,,,,,,,,,,,,,,,
33889,7,CUL,29500,Honey Croissant,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,27842,Golden Honey,1,403,4250,7,CUL,403,77865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33890,7,CUL,29501,Sausage and Sauerkraut,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,27843,Night Vinegar,1,406,4250,7,CUL,406,83079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33891,7,CUL,29502,Stuffed Highland Cabbage,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,27838,Frantoio Oil,1,390,4250,7,CUL,390,68250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33892,7,CUL,29503,Pickled Herring,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,27838,Frantoio Oil,1,390,4250,7,CUL,390,68250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33893,7,CUL,29504,Herring Pie,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,27841,Upland Wheat Flour,1,403,4250,7,CUL,403,77865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33894,7,CUL,29505,Farmer's Breakfast,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,27838,Frantoio Oil,1,390,4250,7,CUL,390,68250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33895,7,CUL,29506,Silkie Pudding,480,80,70,2800,8500,50,134820,100,100,100,False,2480,2195,27839,Garden Beet Sugar,1,395,4250,7,CUL,395,70074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33896,1,BSM,29958,Cobalt Alloy Ingot,480,80,35,2240,6375,0,134820,80,75,50,False,2480,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33897,2,ARM,29958,Cobalt Alloy Ingot,480,80,35,2240,6375,0,134820,80,75,50,False,2480,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33898,3,GSM,29959,Purpure Bead,480,80,35,2240,6375,0,134820,80,75,50,False,2480,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33899,0,CRP,29960,Merbau Lumber,480,80,35,2240,6375,0,134820,80,75,50,False,2480,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
